,reviews
395,이젠 내가 무슨 책을 몇편까지 봤는지 일일히 확인하고 외워가며 봐야되냐 \? 아니 왜 이 자식들은 업뎃을 할때마다 자꾸 퇴보해 \? 왜 자꾸 멀쩡히 잘 쓰고있던걸 지우냐고 지난번에는 커서를 지우더니 이번엔 관심목록 업뎃 날짜까지 지우냐 \? 업그레이드라메 \? 이꼴이 어딜봐서 업그레이드야 다운 그레이드지 왜 점점 더 불편해지냐고 아 진짜 관심목록 당장 원상복구 시켜라 이번주 내로 복구 안하면 딴 플랫폼으로 갈아탈거다 유료 컨텐츠 주제에 이딴식으로 운영하지마라
396,앱다운 후 실행을 해도 캐시를 안주네요 분명 처음 다운하는 것인데도 안주네요
397,단한번의 오류없이 편하고 빠르게 이체가능해서 수달간 정말 잘 사용하고있어요 토스 항상 응원합니다 
398,공짜로 돈도 보낼 수 있고 참 좋은 앱인 것 같습니다 ! 
399,인증하라고 그래서 인증했는데 연령정보를 가지고 오는도중 실패했다나 \? 그래서 기다리면 볼수있는 만화를 못보는 상태입니다 빨리수정해주시길 바랍니다
400,업데이트를하라고 뜨는데 업데이트하러들어오면 업데이트버튼자체가 없음 빨리 조치해주세요 
401,친구 즐겨찾기 안해둔게 이번에 바뀌면서 강제로 즐겨찾기 되어있고 심지어 친구 즐겨찾기 수정도 안됨 문의했더니 이런 오류 꽤나 있는데 뭐 아직도 바뀐 건 없음 쓰기에도 불편하고 이제 카카오로 넘어갑니다 개구리다 진짜
402,핸드폰이 2g라서 토스를 설치못해서 공기계에 하려고 하는데 유심이 없어서 못해요 다른방법이 없나요 \? 컴퓨터로도 이용이 불가능하죠 \? 
403,항상 수수료랑 보안카드때문에 귀찮았는데 너무 편하고 좋네요 ! 
404,g3사용자입니다 어느순간부터 엄청 반응이 느려졌습니다 확인부탁드려요
405,이체 수수료 무료 기준을 이체했을때마다 몇번남았는지 알 수 있으면 좋겠네요
406,만 12세 이상이라 다운했는데 만14세 이상부터네요 제가 만 14세가 안넘는데 혹시 나중에 개선이 된다면 만12세부터 사용할수있으면 좋겠네요 
407,공지도없이 점검때리는 곳이 카카오라는 대기업입니까 \? 이건 뭐하자는 
408,머니트리 깔았는데 왜 캐시가 안들어요죠 \? \? 빠른시일내로 고쳐주시길바랍니다
409,잘 쓰고 있습니다 혹시 안드로이드 8 1 오레오는 지원 하나요 \? 알려 주세요
410,딸이 송금했다하여 앱을 깔고 인증했는데도 입금이 안되는건 왜인지 \? 
411,갑자기 잘 되다가 웹툰이 안열려요 일시적인 현상인가요 \? \? \? \? 
412,완전좋아요 재밓는것도 많구 스토리도 딱제취향 ! 기다리면 무료도좋아요 ! 
413,왜 자꾸 설치가 안되어있대 \? \? \? \? \? \? \? \? \? \? 
414,언제 어디서나 시간과 장소 상관없이 송금하고 잔액 확인할 수 있어서 좋습니다
415,정말좋은앱이라고 생각하고 편리하다는것을 느끼고 있습니다 앞으로도 더욱 더 좋은 앱으로 남아있어주세요 
416,네트워크 오류가 나더니 출금이 2회 연속으로 빠져나갔네요 어떻게 된건가 싶어 재접속하려고하니 아예 들어가질 못하고 있어요 서버문제인거 같은데 빠른 대응 부탁드립니다 
417,"앱과 pc사이에 연동이 안됩니다 앱에서는 인증이 됐다고하는데 , pc화면에서는 가입되지 않은회원이라고 뜨네요 한달전까지는 원활히 됐는데 갑자기 인증이 먹통이네요 당장 가입해야할 사이트가 있는데 pass때문에 지연되고있습니다 제가 입은 불이익은 보상해주실건가요 \? 제발 개선좀 부탁드립니다"
418,일년넘게 잘 사용중입니다 한가지 고쳐졌음 하는게 계좌를 새로만들고 연결하려는데 전자금융장기미사용으로 사용할수가 없다네요 해당은행가서 미사용해제 했는데 토스에는 왜 반영되지않죠 \? 
419,"간편한 송금 , 그리고 편리한 송금 내역 확인 , 바쁠땐 최고 임다 "
420,"짜능나는 앱 , 이유는 알지 \? 서비스안정회는 무슨 ! 정말 쓰레기같은 앱을 만들어 불편을 가중시키고 있네 ! 복잡한 인증 빠르고 쉽게 \? \? \? \? \? 말이 되는 소린지 ! "
421,톡에서 만화를 볼수있어서 좋은것같고 리뷰보니깐 살짝 불편한감도있겠지만 별하나주고 삭제한다고 항의글 \( \? \) 은 없는거 보니깐 그만큼 좋은것같아요 
422,캐시 뽑기권을 받아서 뽑았는데 캐시가 들어오질 않네요 오류라고 해서 다시 보내주셨는데 그것도 되질 않아요 확인 부탁 드립니다
423,기무로 바뀌는 건 좀 아닌 것 같네요 미리 공지를 해주지도 않고 대표작들을 기무로 바꾸시면 보고 있던 사람들은 어떡합니까
424,돈에 환장한거 같음 솔직히 책한권 사는데도 만원이 안드는데 만원씩 써야하고 이벤트한다치면 전부 광고고 최대 얼마 이벤트인데 100원이상은 당첨되본적도 없고 야 진짜 돈부담되서 책도 못보겠다
425,"아직까지 환급에대해 별다른 문제가 없었고 , 설사 문제가 생기더라도 문의한 점에대해 빠른 피드백이 좋은것같아요"
426,일단 엄청 간단하고 공인인증서없이도 할수잇다는게큰 장점입니다
427,머니트리 500캐시가 안옵니다 빨리처리해주세요 전에도 다른앱깔아서400캐시 받아야 하는데 오지않았습니다 이것 까지 바라지는 않을테니까 머니트리500캐시좀 주세요
428,이맵 완전완전 좋아요 ! ! ! ! ! 소설도 많쿠 웹툰 많쿠 ! ! ! ! ! 이맵 완전 강추강추강추 ! ! ! ! ! ! ! ! ! ! 
429,야놀자 다운받았는데 캐시지급을 못 받았어요 확인해주세요 ! 
430,친구가 소개해서 다운받았는데 정말 간단하고 급하게 이체 할 있었는데 회사에 보안카드 놓고 왔을때 토스 이용해서 소액 이체 가능해서 난감한 상황 모면 했어요 ! 감사합니다 
431,제가 여러 소설들을 봅니다 그런데 원하는 소설이 없으면 결국 다른곳을 찾아봐서 불편합니다 게다가 게임 캐릭터로 무림에 가면 이라는 소설은 독점 계약도 아닌데 카카오페이지에 없어서 좀 당황했습니다 가능하다면 최대한 많은 소설들이 채워졌으면 좋겠습니다 그리고 기다무를 이용할때 인기순이나 대여순이나 댓글순이나 제목순 등등 선택하여 순서대로 볼수있게해주세요 솔직히 너무 어지럽게 여기저기 흩어져서 찾기도 불펴하고 재미있는게 있나 하고 찾아도 나중에 다시 그자리를 이어 찾는게 불가능할정도라서요
432,"아니 잘 보던 웹툰 유료화 , 기무 만들어 놓고선 아니 여태 미리보기 샀던건 다시 주신다면서 제가 정확히 8200원 질렀지만 0원 주셨네요 실망입니다 "
433,토스 업데이트 하고 송금을 하는데 업뎃 되있는데 또 하라하면서 송금이 안돼네요 오류인가요
434,"기무로 바뀐 작품들 환불을 17일에 지급했고 , 지급 기준이 9월 14일 이후에 구매한 것에만 해당된다는데 공지사항에는 그런 사항이 없습니다 미리 공지를 할때 안 알려주고 이제와서 다 지급했고 대상이 아니다라고 하시기 전에 공지사항부터 제대로 쓰셨어야죠 기분만 더러워지네요"
435,정말 좋은데요 업뎃 작작합시다 정말 좋은데요 제가 볼 때는 항상 업뎃을 하는것 같은 
436,너무 편하게 잘 쓰고있습니다 어디서나 인증이 필요한데 비번한번이면 되니 너무 편합니다 일일이 문자로 인증번호받거나 전화로 인증했었는데 패스앱 진작쓸걸 후회되네요 너무 편하고 최고입니다 
437,쓰기 편해요 5회 무료송금이 한정된게 아쉽지만 보안은 확실해요
438,참편하고 실용적인 앱입니다 송금전용만으로도 사용하기 충분히 너무 좋아요
439,쿠키들 이용권으로구매가능하게해주십셔 무료쿠키기한이너무짧아요
440,같은 카카오톡 아이디인데 핸드폰이 본인명의 아니라고 계정이 새로 계설 되네요 원래 카카오뱅크 아이디는 사용 못하는건가요 \? \? 제 명의 일때 발급을 받아서 사용하고 있는데 핸드폰 바꾸고 본인명의가 아니라서 원래 계정을 못쓰는게 말이 됩니까 \? \? 하다못해 카드번호로 조회해볼 수 있게라도 하거나 본인명의 핸드폰이 아니여도 카카오 계정만 같아도 사용할 수만 있엇으면 좋았을텐데 아쉽네요 어떻게 안되나요 \? \? 심지어 카드 만들때도 민증 재발급 받아서 한달 기다려서 발급 받은지도 몇일 안되는데 도움이 안되네여 
441,아니요 왜 얘가 보낸 돈이 입금이 되지가 않나요 \? \? \? 
442,"초일 , 송백 등 고전무협 명작들이 있는 것까지는 좋았으나 심한 오타 , 내용누락 같은 치명적인 실수가 너무 많습니다 돈을 받고 그 작품들을 판매할 자격이 있다고 보십니까 \? "
443,완전 순정만화도 많고 달달하고 웹툰 하나하나가 재밌어요 
444,비밀번호에 쓰는 특수문자 키가 없네요 공인인증서 로그인 자체가 불가능합니다
445,좋아요 근데 왜 송금하려는데 계속업데이트하라고하는거죠 \? 업데이트가되어있는데 그래서송금이안되고있어요 
446,정말 너무편하고 다좋은데 카카오뱅크는 아직 못하나요 \? \? \? 
447,현재 계좌부터 토스잔고까지 싸악 날라가서 지금당장필요한데 사용이 안됩니다 
448,돈에 눈 멀었어요 몇몇 작품 빼면 작품 빼면 퀄리티도 낮구요
449,아니 저번부터 g마켓 보상 받은 적이 없어서 포인트 받으려고 다운하고 실행했는데 보상을 안줘요 재설치도 해보고 폰 재부팅도 해봤는데 보상이 안들어 옵니다 그리고 위비플랫폼 가입하기 눌러서 링크 타고 설치해서 회원가입을 했는데 지급이 안되길래 위비라고 들어간 어플들 모조리 깔아서 회원가입을해도 보상이 안오네요 g마켓도 안되고 위비플랫폼도 안되고 2400캐시는 안들어오고 보상을 해야 한다고 생각안하나요 \? 생각만 하질 말고 오류 수정하고 보상이나 해줘요 제발 이런게 한 두번도 아니고 여러번 다른 것들도 이러고 for kakao 게임들도 캐시도 안들어오고 오류가 한 두 가지가 아니에요 제발 좀 관리 좀 해요 캐시 좀 내놔요 하라는거 하는데도 안주고 데이터만 나가게 해놓고 정작 캐시는 지들이먹어 치우고 이딴식으로좀 하지 마세요 추잡해 보야요
450,너무좋아서 리뷰 생애최초로 첨써봐여 개좋음 굳 ! ! ! 
451,사용시 편리한게 마음에들고 카드도 신청하였으나 아직 미사용중입니다 플레이트카드 화면과는 조금 다르지만 스티커를 붙일수있어 색다르긴 합니다
452,송금도쉽고완전좋아요이어플깔고나서유용하게잘사용하고있어요 ! 
453,좋은은행 카카오뱅크 앞으로도 쭈욱 좋은은행으로 성장하시길 
454,자녀들이 카카오 뱅크를 이용하니 용돈 줄때 갑자기 급하게 필요하다고 할때 넘넘 간편해서 좋아요 자유롭게 금액의 크기를 떠나 저축하게 되서 더욱 좋은것 같아요 
455,정말 편리하게 잘 사용하고 있어요 다만 업데이트때 너무 많아 안바뀌었우면 합니다 
456,본인들은 앱 만들고서 안써보시는건가요 \? 인증을 위한 앱인데 인증하면 예전화면으로 돌아갈수가 없어서 아무런 쓸모도 없네요 멀티 태스킹기능 이용해도 소용없습니다 또 다운받을 때마다 버젼이 다른건지 구버젼이 다운받아지기도 하네요 이렇게 만들기도 쉽지않아보입니다 
457,폰트가 안 변경 됩니다 텍스트 들어갔는데 고딕이나 평범한 폰트가 아니라 무슨 2000년도 에나 쓸법한 폰트로 나옵니다 폰트 어떻게 변경합니까
458,"깔아놓기만 하고 쓰지도 않고있는데 갑자기 프라임 1개월 결제라면서 통장에서 자동으로 빠져나갔네요 회원 탈퇴를 해도 이미 결제됐는데 환불도 안될 것 같고 , 애초에 자동으로 돈이 빠져나간 것도 이해가 안가네요 "
459,사용하기 편하고 좋아요 개인인증시 문자보다 빠릅니다 이름과 전화번호만 넣으면되요 
460,이거 제가 써봤는데요 실명 인증 할때 이름이 틀렸다면서 안되요 이거 좀 이상해여
461,아니 왜 계좌내역 확인하는데 이렇게 오래 걸리나요 \? 요근래 너무 오래 로딩만 되서 그냥 원래 은행 어플 들어가서 씁니다 진짜 무용지물 어플
462,입출금이 편해서 자주 이용하고 있는데 오늘 이체서비스를 이용하려고 하는데 안되네요 빠른해결 부탁드립니다
463,업데이트 사용자들 기만하세요 \? 나 참 어이가없어서 쓸때없는 타임라인 그런거나 만들어서 데이터 용량만 잡아먹게하고 뭐 하나 오류때문에 되는게 없네요 수수료 500원을 때먹고싶으면 기존에거 유지하고 때먹으면되지 갑자기 수수료 때먹는게 뭐 자랑이라고 번지르르하게 업데이트를해서 똑바로 이용도 못하게 만든답니까 \? 
464,완결된웹툰 볼려고하는데 내이버북스 참 짜증나네요 돈주고 봐야된다는게참 웹툰볼맛이안나네요
465,완전 좋음 ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 
466,먼일인지 자꾸결제한뒤 안읽히고 멈추고 개똥망서비스 신공 시전
467,"다 좋아요 다 괜찮은데 왜 한번도 그냥 캐시뽑기를 주지않는거죠 \? 다른분들 이야기 들어보니깐 캐시뽑기 그냥 준적 많다고 하던데 , 전 캐시도 꽤 많이 사는편인데 한번도 그냥 캐시뽑기를 준적이 없어서 댓글 남겨요 답글 달아주시면 좋겠어요 , , "
